City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Condition
469,Vestmanna,FO,62.1564,-7.1664,32.92,55,75,9.22,broken clouds
470,Camacha,PT,33.0833,-16.3333,63.82,82,40,5.75,scattered clouds
471,Esil,KZ,51.9556,66.4042,-1.68,86,100,10.4,overcast clouds
472,Jadu,LY,31.953,12.0261,50.65,68,92,4.59,overcast clouds
473,Jaque,PA,7.5175,-78.1703,81.45,80,25,6.2,light rain
474,Tambura,SS,5.6,27.4667,78.28,29,42,3.22,scattered clouds
475,Ploemeur,FR,47.7333,-3.4333,56.82,94,100,13.8,mist
476,Grand-Santi,GF,4.25,-54.3833,80.2,69,99,5.21,overcast clouds
477,Adrar,MR,20.5022,-10.0711,66.56,20,0,11.5,clear sky
478,Abu Dhabi,AE,24.4667,54.3667,71.62,69,0,3.44,clear sky
479,Kostino,RU,58.9097,53.2691,22.03,94,100,10.07,light snow
480,Calderitas,MX,18.55,-88.25,80.71,74,75,8.05,broken clouds
481,Osvaldo Cruz,BR,-21.7967,-50.8786,82.4,44,0,9.98,clear sky
482,Hualmay,PE,-11.0964,-77.6139,75.07,72,61,12.91,broken clouds
483,Cascais,PT,38.6979,-9.4215,64.51,95,81,30.0,broken clouds
484,Egersund,NO,58.4513,5.9997,39.09,80,41,15.73,scattered clouds
485,Severnoye,RU,56.3491,78.3619,-25.6,99,13,5.14,few clouds
486,Leshukonskoye,RU,64.8989,45.7622,19.08,97,100,1.66,light snow
487,Mazamari,PE,-11.3258,-74.5308,86.54,52,89,3.13,overcast clouds
488,Cidreira,BR,-30.1811,-50.2056,72.64,64,0,15.88,clear sky
489,Antofagasta,CL,-23.65,-70.4,70.88,69,6,11.34,clear sky
490,Northview,US,43.0456,-85.6006,35.22,84,100,5.01,snow
491,Inhapim,BR,-19.5492,-42.12,79.39,88,92,3.04,overcast clouds
492,Traverse City,US,44.7631,-85.6206,35.83,72,100,5.75,overcast clouds
493,Barra Do Garcas,BR,-15.89,-52.2567,86.58,62,75,0.0,thunderstorm
494,Baglan,AF,36.1307,68.7083,39.49,82,100,3.4,overcast clouds
495,Nalut,LY,30.3333,10.85,51.75,55,23,6.11,few clouds
496,Port Blair,IN,11.6667,92.75,79.59,76,97,8.75,overcast clouds
497,Gorgan,IR,36.8387,54.4348,33.76,93,0,0.0,clear sky
498,Goundam,ML,16.4145,-3.6708,70.72,20,100,11.86,overcast clouds
499,Bharatpur,IN,27.2167,77.4833,53.26,39,0,4.41,clear sky
500,Puerto Leguizamo,CO,-0.1934,-74.7819,88.14,48,90,3.94,overcast clouds
501,Oranjemund,NA,-28.55,16.4333,65.75,90,17,8.79,few clouds
502,Saquarema,BR,-22.92,-42.5103,77.14,71,33,7.45,scattered clouds
503,Willowmore,ZA,-33.2926,23.4895,73.89,45,6,6.22,clear sky
504,San Andres,CO,12.5847,-81.7006,86.02,66,20,17.27,few clouds
505,Umm Lajj,SA,25.0213,37.2685,74.71,62,100,12.12,overcast clouds
506,Janakpur,NP,26.7183,85.9065,57.63,68,0,4.25,clear sky
507,Morondava,MG,-20.2833,44.2833,78.75,77,100,7.65,overcast clouds
508,Sechura,PE,-5.5569,-80.8222,80.89,58,65,17.43,broken clouds
509,Herat,AF,34.5,62.0,31.82,79,100,8.34,overcast clouds
510,Burayevo,RU,55.8407,55.4083,26.67,95,100,17.74,light snow
511,Nioro,GM,13.35,-15.75,79.79,16,81,7.27,broken clouds
512,Raga,SS,8.4596,25.678,77.7,27,27,4.03,scattered clouds
513,Chapais,CA,49.7834,-74.8492,4.78,89,100,8.25,overcast clouds
514,Tatawin,TN,32.9297,10.4518,56.52,57,69,8.9,broken clouds
515,Toktogul,KG,41.8708,72.9402,23.32,87,99,1.21,overcast clouds
516,Kismayo,SO,-0.3582,42.5454,79.02,84,37,14.7,scattered clouds
517,Erandio,ES,43.3079,-2.945,64.49,74,0,18.01,clear sky
518,Birjand,IR,32.8663,59.2211,25.27,50,0,6.91,clear sky
519,Caconda,AO,-13.7333,15.0667,60.64,86,90,7.7,light rain
520,Songea,TZ,-10.6833,35.65,63.77,97,100,2.55,moderate rain
521,Tukrah,LY,32.5341,20.5791,61.3,64,61,6.89,broken clouds
522,Batsfjord,NO,70.6345,29.7185,26.53,86,75,12.66,light snow
523,Saint-Georges,GD,12.0564,-61.7485,83.88,70,20,18.41,few clouds
524,Amarante Do Maranhao,BR,-5.5667,-46.7422,74.14,94,100,4.47,very heavy rain
525,Sumbe,AO,-11.2061,13.8437,75.7,77,92,6.71,overcast clouds
526,Ornskoldsvik,SE,63.2909,18.7153,23.95,93,0,10.36,clear sky
527,Zirgan,RU,53.2222,55.9185,30.0,95,100,20.45,light snow
528,Madaras,HU,46.0587,19.2612,42.51,92,100,2.95,moderate rain
529,Kupino,RU,54.3663,77.2981,-24.18,100,15,4.81,few clouds
530,Paithan,IN,19.4833,75.3833,69.12,43,4,5.5,clear sky
531,Bonavista,CA,48.6499,-53.1147,31.19,65,99,15.64,overcast clouds
532,Vera Cruz,BR,-12.6333,-41.0333,80.17,84,72,3.36,light rain
533,Ambilobe,MG,-13.2,49.05,76.17,86,99,4.68,overcast clouds
534,Faranah,GN,10.0404,-10.7434,73.49,22,27,5.41,scattered clouds
535,Yenagoa,NG,4.9247,6.2642,79.09,75,42,4.43,scattered clouds
536,Paso De Los Toros,UY,-32.8167,-56.5167,93.76,20,22,9.1,few clouds
537,Estelle,US,29.8458,-90.1067,64.99,72,75,5.75,broken clouds
538,Kang,BW,-23.6752,22.7876,78.93,39,25,11.12,scattered clouds
539,Itarema,BR,-2.9248,-39.9167,81.77,72,96,12.71,overcast clouds
540,Raudeberg,NO,61.9875,5.1352,34.47,15,82,22.68,light snow
541,Salvador,SV,13.8333,-88.9167,85.05,39,51,0.27,broken clouds
542,Manama,BH,26.2154,50.5832,69.78,73,0,5.75,clear sky
543,Dogondoutchi,NE,13.6393,4.0287,69.78,20,47,9.6,scattered clouds
544,Padang,ID,-0.9492,100.3543,78.3,78,100,3.53,light rain
545,Paamiut,GL,61.994,-49.6678,12.61,61,4,8.46,clear sky
546,Goedereede,NL,51.8175,3.9806,51.06,91,100,5.99,overcast clouds
547,Treinta Y Tres,UY,-33.2333,-54.3833,86.63,30,47,20.71,scattered clouds
548,Severodvinsk,RU,64.5635,39.8302,23.11,96,100,6.6,overcast clouds
549,Mogadishu,SO,2.0371,45.3438,78.39,83,61,18.28,broken clouds
550,Nuevitas,CU,21.5453,-77.2644,82.31,52,0,8.19,clear sky
551,Tabou,CI,4.423,-7.3528,79.7,78,10,7.07,clear sky
552,Saint-Joseph,RE,-21.3667,55.6167,75.58,78,97,3.47,overcast clouds
553,Tshikapa,CD,-6.4167,20.8,68.2,95,82,1.07,broken clouds
554,Peniche,PT,39.3558,-9.3811,61.29,94,97,11.52,overcast clouds
555,Bambey,SN,14.6955,-16.4493,78.84,13,0,10.36,clear sky
556,Trairi,BR,-3.2778,-39.2689,82.0,68,41,10.51,scattered clouds
557,Ajdabiya,LY,30.7554,20.2263,61.32,60,26,7.9,scattered clouds
558,Arlit,NE,18.7369,7.3853,63.0,26,50,16.26,scattered clouds
559,Ponta Delgada,PT,37.7333,-25.6667,63.32,77,40,18.41,scattered clouds
560,Namikupa,TZ,-10.8333,39.6,71.65,95,100,2.59,light rain
561,Isla Mujeres,MX,21.2311,-86.731,84.25,70,48,10.6,light rain
562,Jumla,NP,29.2747,82.1838,35.13,16,0,5.44,clear sky
563,Dawlatabad,AF,36.4141,64.9053,38.23,69,96,5.28,overcast clouds
564,Marzuq,YE,14.4,46.4667,61.02,72,6,4.54,clear sky
565,Pimentel,PE,-6.8367,-79.9342,79.09,57,0,27.63,clear sky
566,Tahta,EG,26.7693,31.5021,56.97,52,1,7.36,clear sky
567,Saeby,DK,57.3319,10.5225,42.96,87,85,17.96,overcast clouds
568,Esteli,NI,13.0919,-86.3538,78.55,49,30,11.14,scattered clouds
569,Letterkenny,IE,54.95,-7.7333,42.73,95,99,4.61,overcast clouds
570,Togur,RU,58.3631,82.8265,-19.66,100,64,4.41,broken clouds
571,Puri,IN,19.8,85.85,59.52,55,81,5.35,broken clouds
572,Bulungu,CD,-4.55,18.6,69.19,87,55,0.83,broken clouds
573,Porto Novo,BJ,6.4965,2.6036,80.42,75,99,5.32,overcast clouds
574,Kovernino,RU,57.1253,43.8142,33.04,97,100,9.31,overcast clouds
575,Dobra,RO,44.7833,25.7167,34.23,63,100,5.26,overcast clouds
576,Castro,BR,-24.7911,-50.0119,68.45,65,82,5.53,broken clouds
577,Tobolsk,RU,58.2,68.2667,9.57,77,100,16.02,overcast clouds
578,Adre,TD,13.4667,22.2,68.54,30,9,8.84,clear sky
579,Fenoarivo,MG,-18.933,47.4354,62.67,94,40,8.05,scattered clouds
580,Ordzhonikidze,KZ,52.4411,61.7408,10.99,86,98,18.95,overcast clouds
581,Imbituba,BR,-28.24,-48.6703,72.99,63,5,9.91,clear sky
582,Sayyan,YE,15.1718,44.3244,52.86,55,4,1.95,clear sky
583,Ivankiv,UA,50.9386,29.8943,33.69,88,100,6.35,light snow
584,Antropovo,RU,58.3988,43.0066,32.29,91,100,9.95,overcast clouds
585,Yarkovo,RU,57.4028,67.0786,9.43,76,100,15.1,overcast clouds
586,Bocaiuva,BR,-17.1078,-43.815,78.51,76,85,0.51,light rain
587,Borisoglebskiy,RU,57.2586,39.1508,33.51,92,100,8.88,overcast clouds
588,Henties Bay,NA,-22.116,14.2845,63.95,88,2,7.56,clear sky
589,Kemnay,GB,57.2357,-2.444,40.42,95,75,6.91,broken clouds
590,Vaxjo,SE,56.8777,14.8091,39.25,100,100,11.5,light rain
591,Shahrud,IR,36.4182,54.9763,36.5,67,89,2.73,overcast clouds
592,Vagur,FO,61.4732,-6.8119,37.45,55,100,21.88,overcast clouds
593,Kashan,IR,33.9831,51.4364,44.19,49,0,2.3,clear sky
594,Iskilip,TR,40.7353,34.4739,35.96,74,0,2.35,clear sky
595,Delmiro Gouveia,BR,-9.3886,-37.9992,91.45,34,85,5.91,overcast clouds
596,Suez,EG,29.9737,32.5263,58.82,69,18,2.75,few clouds
597,Gat,IL,31.61,34.7642,61.79,100,0,7.76,clear sky
598,Puerto Carreno,CO,6.189,-67.4859,91.38,49,40,8.05,scattered clouds
599,Staicele,LV,57.8364,24.75,34.9,98,100,7.74,overcast clouds
600,Lattes,FR,43.5675,3.9046,58.05,84,100,6.91,light rain
601,Inongo,CD,-1.95,18.2667,72.14,85,41,1.3,scattered clouds
602,Gurupa,BR,-1.405,-51.64,80.22,79,98,3.29,light rain
603,Kyshtovka,RU,56.555,76.6271,-22.83,98,11,6.02,few clouds
604,Tiznit,MA,29.5833,-9.5,62.55,45,4,0.94,clear sky
605,Cape Coast,GH,5.1053,-1.2466,80.19,82,27,10.83,scattered clouds
606,Badah,PK,27.3332,68.0135,61.5,21,0,2.26,clear sky
607,Carmen De Apicala,CO,4.1473,-74.7201,88.39,52,39,3.65,scattered clouds
608,Havoysund,NO,70.9963,24.6622,25.03,88,100,9.28,light snow
609,Jawhar,SO,2.7809,45.5005,75.34,79,52,12.21,broken clouds
610,Kondopoga,RU,62.2057,34.2614,35.28,98,100,9.01,light snow
611,Kaka,TM,37.3482,59.6143,35.46,59,82,5.37,broken clouds
612,Peterhead,GB,57.5058,-1.7981,40.44,71,80,15.61,broken clouds
613,Skuodas,LT,56.2667,21.5333,37.26,98,100,10.29,overcast clouds
614,Monrovia,LR,6.3005,-10.7969,78.57,75,65,8.39,broken clouds
615,Puntarenas,CR,9.9763,-84.8384,85.44,59,90,4.63,overcast clouds
616,Epinal,FR,48.1833,6.45,49.55,93,100,14.5,light rain
617,Paragominas,BR,-2.9667,-47.4833,74.43,94,100,4.36,overcast clouds
618,Venafro,IT,41.4834,14.0451,52.97,92,95,1.03,overcast clouds
619,Poli,TZ,-3.3333,36.8,62.2,85,100,4.05,overcast clouds
620,Ijui,BR,-28.3878,-53.9147,91.42,27,4,7.43,clear sky
621,Inirida,CO,3.8653,-67.9239,84.51,69,66,3.98,broken clouds
622,Palora,EC,-1.7,-77.9333,78.91,50,95,6.4,overcast clouds
623,Uyuni,BO,-20.4597,-66.825,66.4,18,2,10.33,clear sky
624,Manyana,BW,-23.4,21.7167,79.54,36,0,12.35,clear sky
625,Bengkulu,ID,-3.8004,102.2655,75.38,88,100,3.85,overcast clouds
626,Fez,MA,34.0372,-4.9998,53.85,82,0,5.75,clear sky
627,Zlitan,LY,32.4674,14.5687,62.89,73,9,16.53,clear sky
628,Girvan,GB,55.2426,-4.8555,41.0,89,100,4.99,overcast clouds
629,Saravena,CO,6.9538,-71.8752,87.89,47,76,2.66,broken clouds
630,Desaguadero,PE,-16.5656,-69.0417,60.31,37,38,7.83,scattered clouds
631,Kizema,RU,61.113,44.8302,33.3,93,100,10.31,overcast clouds
632,Zaozerne,UA,45.1582,33.2787,43.81,64,87,3.83,overcast clouds
633,Urumqi,CN,43.801,87.6005,11.35,85,100,2.24,mist
634,Benghazi,LY,32.1167,20.0667,64.47,58,87,10.04,overcast clouds
635,Alta Floresta,BR,-9.8756,-56.0861,75.79,94,100,2.24,overcast clouds
636,Cadillac,US,44.2519,-85.4012,30.79,86,100,5.75,overcast clouds
637,Bogalusa,US,30.791,-89.8487,62.65,67,40,4.61,scattered clouds
638,La Asuncion,VE,11.0333,-63.8628,83.93,65,4,16.11,clear sky
639,Walvis Bay,NA,-22.9575,14.5053,65.35,88,8,10.36,clear sky
640,Loandjili,CG,-4.7561,11.8578,77.59,83,39,6.2,scattered clouds
641,Kalabo,ZM,-14.97,22.6814,67.96,87,100,6.17,light rain
642,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.89,75,16,15.55,few clouds
643,Vanersborg,SE,58.3807,12.3234,42.58,100,100,5.75,drizzle
644,Nataga,CO,2.5436,-75.8085,76.8,50,42,2.66,scattered clouds
645,Dossor,KZ,47.5272,52.9811,24.84,76,7,10.83,clear sky
646,Santa Helena De Goias,BR,-17.8136,-50.5969,82.26,50,67,4.12,broken clouds
647,San Carlos De Bariloche,AR,-41.1456,-71.3082,56.95,38,40,32.21,scattered clouds
648,Tete,MZ,-16.1564,33.5867,73.49,100,75,0.0,light rain
649,Viedma,AR,-40.8135,-62.9967,69.01,67,93,15.21,overcast clouds
650,Piotrkow Trybunalski,PL,51.4055,19.7032,41.18,10,100,15.05,overcast clouds
651,Shubarshi,KZ,48.5872,57.1869,15.49,92,32,8.52,scattered clouds
652,Valparaiso,CL,-33.0393,-71.6273,82.63,38,0,19.57,clear sky
653,Kargasok,RU,59.0556,80.8572,-21.44,98,39,6.24,scattered clouds
654,Zemio,CF,5.0314,25.1361,71.38,73,33,2.48,scattered clouds
655,Kangavar,IR,34.5043,47.9653,38.53,87,100,2.91,overcast clouds
656,Marystown,CA,47.1666,-55.1483,33.04,85,94,9.42,light snow
657,Luis Correia,BR,-2.8792,-41.6669,75.2,100,100,8.05,overcast clouds
658,Ratzeburg,DE,53.7,10.7667,43.41,88,20,4.0,few clouds
659,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,72.86,61,1,14.99,clear sky
660,Jhunjhunun,IN,28.1307,75.4014,51.3,30,0,4.65,clear sky
661,Hillsborough,US,37.5741,-122.3794,59.58,71,75,9.22,haze
662,Kemijarvi,FI,66.7131,27.4306,20.37,98,100,1.57,light snow
663,Werda,BW,-25.2667,23.2833,78.49,40,73,17.16,broken clouds
664,Shawinigan,CA,46.5668,-72.7491,21.69,68,94,9.22,overcast clouds
665,Kamakhyanagar,IN,20.9333,85.55,59.86,53,94,0.98,overcast clouds
666,Ramotswa,BW,-24.8716,25.8699,65.82,48,28,1.57,scattered clouds
667,La Puebla Del Rio,ES,37.2679,-6.0626,55.47,91,5,3.18,clear sky
668,Metapan,SV,14.3333,-89.45,88.36,41,36,5.3,scattered clouds
669,Tigzirt,DZ,36.8886,4.1198,57.72,84,11,9.48,few clouds
670,Kingisepp,RU,59.3733,28.6134,34.77,98,100,8.93,overcast clouds
671,Quballat,TN,36.5418,9.6633,54.07,91,51,8.95,broken clouds
672,Sandane,NO,61.7728,6.215,37.44,70,75,9.22,broken clouds
673,Rosario Oeste,BR,-14.8361,-56.4275,85.26,61,64,3.67,broken clouds
674,Avigliana,IT,45.0771,7.3986,44.78,72,100,5.39,overcast clouds
675,Carutapera,BR,-1.195,-46.02,76.51,91,88,6.73,overcast clouds
676,Mabaruma,GY,8.2,-59.7833,77.38,76,92,5.95,overcast clouds
677,Bandipur,NP,27.9333,84.4167,46.33,83,0,3.44,clear sky
678,Birsk,RU,55.4211,55.5428,28.17,97,100,16.35,snow
679,Esperanza,DO,19.5847,-70.9849,84.78,61,30,7.0,scattered clouds
680,Berlevag,NO,70.8578,29.0864,26.6,74,75,11.5,broken clouds
681,Quelimane,MZ,-17.8786,36.8883,75.15,88,75,3.44,broken clouds
682,Klaebu,NO,63.2976,10.4826,23.23,94,69,6.17,broken clouds
683,Maglie,IT,40.1184,18.2989,42.31,100,28,2.3,scattered clouds
684,Bestobe,KZ,52.4994,73.0975,-10.12,90,32,9.04,scattered clouds
685,Batticaloa,LK,7.7102,81.6924,73.58,93,94,12.53,overcast clouds
686,Porto Santo,PT,33.072,-16.3415,66.58,82,40,5.75,scattered clouds
687,Betare Oya,CM,5.6,14.0833,73.2,28,34,1.3,scattered clouds
688,Kadaura,IN,25.9833,79.85,59.02,37,0,3.76,clear sky
689,Corn Island,NI,12.1694,-83.0418,80.62,76,94,15.59,overcast clouds
690,Doume,CM,4.2333,13.45,73.29,48,87,3.0,overcast clouds
691,Itupiranga,BR,-5.1347,-49.3267,79.12,97,100,4.88,overcast clouds
692,Marsa Matruh,EG,31.3525,27.2453,61.0,72,40,10.36,light rain
693,Alakurtti,RU,66.9672,30.3491,17.31,96,100,3.49,light snow
694,Tulle,FR,45.3333,1.8333,52.99,98,100,8.21,light rain
695,Kewanee,US,41.2456,-89.9248,-0.45,93,100,19.64,light snow
696,Puerto Lempira,HN,15.2667,-83.7667,81.19,70,42,8.55,light rain
697,Pokhara,NP,28.2333,83.9833,53.87,35,0,3.98,clear sky
698,Jaffna,LK,9.6685,80.0074,77.54,78,100,14.99,overcast clouds
699,Ibirapitanga,BR,-14.1642,-39.3736,73.76,98,99,2.19,overcast clouds
700,Damara,CF,4.9608,18.7035,75.47,28,97,2.89,overcast clouds
701,Sabla,NG,12.7525,4.7077,67.73,21,21,10.36,few clouds
702,Sena Madureira,BR,-9.0656,-68.6569,88.23,54,46,4.54,scattered clouds
703,Utica,US,43.1009,-75.2327,35.69,89,100,1.01,snow
704,Mundybash,RU,53.211,87.2983,10.44,95,100,4.94,light snow
